2026-09-10T12:41:16.7353862+08:00	Information	App	车载端启动：agvId=老厂前线新多仓位1，environment=Production，version=0.2.0-safety-mock-travel+3d8206fc9fc4ce02b58e78a205d9563be68c6b0e。
2026-09-10T12:41:17.3946443+08:00	Information	ModbusTcpIoModuleClient	已连接IO模块 192.168.71.150:502，UnitId=255。
2026-09-10T12:41:17.4622111+08:00	Information	OnboardController	IO模块在线。
2026-09-10T12:41:17.4719309+08:00	Information	OnboardController	启动IO安全快照验证通过。
2026-09-10T12:41:18.2222135+08:00	Information	WireToGateSessionService	上层会话已建立：generation=100，readiness=Ready。
2026-09-10T12:47:25.1489844+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:47:27.6228025+08:00	Information	WireToGateSessionService	上层会话已建立：generation=101，readiness=Ready。
2026-09-10T12:51:18.2045054+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:51:20.3899944+08:00	Information	WireToGateSessionService	上层会话已建立：generation=102，readiness=Ready。
2026-09-10T12:51:25.4067448+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:51:27.5217105+08:00	Information	WireToGateSessionService	上层会话已建立：generation=103，readiness=Ready。
2026-09-10T12:51:32.5153972+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:51:34.6421854+08:00	Information	WireToGateSessionService	上层会话已建立：generation=104，readiness=Ready。
2026-09-10T12:51:39.6552601+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:51:41.7928478+08:00	Information	WireToGateSessionService	上层会话已建立：generation=105，readiness=Ready。
2026-09-10T12:51:46.8108208+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:51:48.9279063+08:00	Information	WireToGateSessionService	上层会话已建立：generation=106，readiness=Ready。
2026-09-10T12:51:53.9351526+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:51:56.0776874+08:00	Information	WireToGateSessionService	上层会话已建立：generation=107，readiness=Ready。
2026-09-10T12:52:01.0907559+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:03.2206673+08:00	Information	WireToGateSessionService	上层会话已建立：generation=108，readiness=Ready。
2026-09-10T12:52:08.2305636+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:10.3668619+08:00	Information	WireToGateSessionService	上层会话已建立：generation=109，readiness=Ready。
2026-09-10T12:52:15.3861029+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:17.5058588+08:00	Information	WireToGateSessionService	上层会话已建立：generation=110，readiness=Ready。
2026-09-10T12:52:22.5260111+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:24.6623236+08:00	Information	WireToGateSessionService	上层会话已建立：generation=111，readiness=Ready。
2026-09-10T12:52:29.6659425+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:31.7934589+08:00	Information	WireToGateSessionService	上层会话已建立：generation=112，readiness=Ready。
2026-09-10T12:52:36.8057913+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:38.9388291+08:00	Information	WireToGateSessionService	上层会话已建立：generation=113，readiness=Ready。
2026-09-10T12:52:43.9300837+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:46.0517570+08:00	Information	WireToGateSessionService	上层会话已建立：generation=114，readiness=Ready。
2026-09-10T12:52:51.0700968+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:52:53.2038544+08:00	Information	WireToGateSessionService	上层会话已建立：generation=115，readiness=Ready。
2026-09-10T12:52:58.2256088+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:00.3511025+08:00	Information	WireToGateSessionService	上层会话已建立：generation=116，readiness=Ready。
2026-09-10T12:53:05.3654139+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:07.4806130+08:00	Information	WireToGateSessionService	上层会话已建立：generation=117，readiness=Ready。
2026-09-10T12:53:12.4740791+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:14.6071944+08:00	Information	WireToGateSessionService	上层会话已建立：generation=118，readiness=Ready。
2026-09-10T12:53:19.6140426+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:21.7422714+08:00	Information	WireToGateSessionService	上层会话已建立：generation=119，readiness=Ready。
2026-09-10T12:53:26.7538919+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:28.8748915+08:00	Information	WireToGateSessionService	上层会话已建立：generation=120，readiness=Ready。
2026-09-10T12:53:33.8938488+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:36.0305988+08:00	Information	WireToGateSessionService	上层会话已建立：generation=121，readiness=Ready。
2026-09-10T12:53:41.0494108+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:43.1773420+08:00	Information	WireToGateSessionService	上层会话已建立：generation=122，readiness=Ready。
2026-09-10T12:53:48.1892484+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:50.3191147+08:00	Information	WireToGateSessionService	上层会话已建立：generation=123，readiness=Ready。
2026-09-10T12:53:55.3291104+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:53:57.4529665+08:00	Information	WireToGateSessionService	上层会话已建立：generation=124，readiness=Ready。
2026-09-10T12:54:02.4690199+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:04.5969125+08:00	Information	WireToGateSessionService	上层会话已建立：generation=125，readiness=Ready。
2026-09-10T12:54:09.5933194+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:11.7201366+08:00	Information	WireToGateSessionService	上层会话已建立：generation=126，readiness=Ready。
2026-09-10T12:54:16.7332722+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:18.8489058+08:00	Information	WireToGateSessionService	上层会话已建立：generation=127，readiness=Ready。
2026-09-10T12:54:23.8575467+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:25.9876702+08:00	Information	WireToGateSessionService	上层会话已建立：generation=128，readiness=Ready。
2026-09-10T12:54:30.9975222+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:33.1407160+08:00	Information	WireToGateSessionService	上层会话已建立：generation=129，readiness=Ready。
2026-09-10T12:54:38.1530572+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:40.2912029+08:00	Information	WireToGateSessionService	上层会话已建立：generation=130，readiness=Ready。
2026-09-10T12:54:45.2930245+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:47.4055333+08:00	Information	WireToGateSessionService	上层会话已建立：generation=131，readiness=Ready。
2026-09-10T12:54:52.4172380+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:54:54.5779435+08:00	Information	WireToGateSessionService	上层会话已建立：generation=132，readiness=Ready。
2026-09-10T12:54:59.5726893+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:01.7020269+08:00	Information	WireToGateSessionService	上层会话已建立：generation=133，readiness=Ready。
2026-09-10T12:55:06.7125923+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:08.8283901+08:00	Information	WireToGateSessionService	上层会话已建立：generation=134，readiness=Ready。
2026-09-10T12:55:13.8368968+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:16.0201949+08:00	Information	WireToGateSessionService	上层会话已建立：generation=135，readiness=Ready。
2026-09-10T12:55:21.0392972+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:23.1688038+08:00	Information	WireToGateSessionService	上层会话已建立：generation=136，readiness=Ready。
2026-09-10T12:55:28.1792105+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:30.3045046+08:00	Information	WireToGateSessionService	上层会话已建立：generation=137，readiness=Ready。
2026-09-10T12:55:35.3190435+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:37.4469900+08:00	Information	WireToGateSessionService	上层会话已建立：generation=138，readiness=Ready。
2026-09-10T12:55:42.4589995+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:44.5860525+08:00	Information	WireToGateSessionService	上层会话已建立：generation=139，readiness=Ready。
2026-09-10T12:55:49.5832552+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:51.7161199+08:00	Information	WireToGateSessionService	上层会话已建立：generation=140，readiness=Ready。
2026-09-10T12:55:56.7231809+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:55:58.8542416+08:00	Information	WireToGateSessionService	上层会话已建立：generation=141，readiness=Ready。
2026-09-10T12:56:03.8630421+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:05.9936137+08:00	Information	WireToGateSessionService	上层会话已建立：generation=142，readiness=Ready。
2026-09-10T12:56:10.9873557+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:13.1062654+08:00	Information	WireToGateSessionService	上层会话已建立：generation=143，readiness=Ready。
2026-09-10T12:56:18.1143303+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:20.2528713+08:00	Information	WireToGateSessionService	上层会话已建立：generation=144，readiness=Ready。
2026-09-10T12:56:25.2660781+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:27.3834545+08:00	Information	WireToGateSessionService	上层会话已建立：generation=145，readiness=Ready。
2026-09-10T12:56:32.3903753+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:34.5201371+08:00	Information	WireToGateSessionService	上层会话已建立：generation=146，readiness=Ready。
2026-09-10T12:56:39.5146515+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:41.6442746+08:00	Information	WireToGateSessionService	上层会话已建立：generation=147，readiness=Ready。
2026-09-10T12:56:46.6546158+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:48.7964029+08:00	Information	WireToGateSessionService	上层会话已建立：generation=148，readiness=Ready。
2026-09-10T12:56:53.8100927+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:56:55.9285225+08:00	Information	WireToGateSessionService	上层会话已建立：generation=149，readiness=Ready。
2026-09-10T12:57:00.9500019+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:03.0636334+08:00	Information	WireToGateSessionService	上层会话已建立：generation=150，readiness=Ready。
2026-09-10T12:57:08.0586102+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:10.1995332+08:00	Information	WireToGateSessionService	上层会话已建立：generation=151，readiness=Ready。
2026-09-10T12:57:15.2142084+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:17.3342498+08:00	Information	WireToGateSessionService	上层会话已建立：generation=152，readiness=Ready。
2026-09-10T12:57:22.3540796+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:24.4685302+08:00	Information	WireToGateSessionService	上层会话已建立：generation=153，readiness=Ready。
2026-09-10T12:57:29.4627601+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:31.6041964+08:00	Information	WireToGateSessionService	上层会话已建立：generation=154，readiness=Ready。
2026-09-10T12:57:36.6026276+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:38.7303561+08:00	Information	WireToGateSessionService	上层会话已建立：generation=155，readiness=Ready。
2026-09-10T12:57:38.7314884+08:00	Error	WireToGateBusinessService	SafetyStateChanged发送失败，正在断开会话并以同一版本和内容重试。 | InvalidDataException: PROTOCOL_SCHEMA_INVALID
2026-09-10T12:57:43.7268553+08:00	Warning	WireToGateSessionService	上层会话不可用：WIRE_TO_GATE会话尚未建立。。将在2秒后重连。
2026-09-10T12:57:45.8039242+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:57:47.8676640+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:57:49.9127911+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:57:51.9864428+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:57:54.0735631+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:57:56.1141229+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:57:58.1682286+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:00.2240255+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:02.2718134+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:04.3362205+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:06.3972148+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:08.4443438+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:10.5096212+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:12.5542201+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:14.6027780+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:16.6632728+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:18.7257444+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:20.7902778+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:22.8510852+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:24.9186242+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:26.9933888+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:29.0428360+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:31.0850192+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:33.1616590+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:35.2107858+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:37.2767006+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:39.3204433+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:41.3806985+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:43.4462698+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:45.5405262+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:47.6041346+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:49.6587008+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:51.7129768+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:53.7581633+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:55.8225049+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:57.8762335+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:58:59.9489630+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:02.0276654+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:04.0959303+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:06.1425719+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:08.1894561+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:10.2518401+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:12.3128366+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:14.3753609+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:16.4213529+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:18.4697909+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:20.5451137+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:22.6143415+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:24.6811872+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:26.7647475+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:28.8652217+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:30.9255620+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:32.9769278+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:35.0434850+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:37.0925580+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:39.1562759+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:41.2194662+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:43.2800327+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:45.3268823+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:47.3779474+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:49.4405191+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:51.5107630+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:53.5789009+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:55.6240596+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:57.6951935+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T12:59:59.7618261+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T13:00:01.8110560+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T13:00:03.8566671+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T13:00:05.9150848+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T13:00:08.5725283+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T13:00:10.7048444+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
2026-09-10T13:00:12.7623981+08:00	Warning	WireToGateSessionService	上层会话不可用：ControlServer在会话恢复期间关闭了连接。。将在2秒后重连。
